note_id,title,desc,note_url,publish_time,user_link,user_nickname,user_avatar,tieba_name,tieba_link,total_replay_num,total_replay_page,ip_location,source_keyword,last_modify_ts
9881372355,AI无法算命，AI无法涉及的领域:玄学、心理学、艺术和哲学,很简单一个道理 你去问AI，你问他，官禄宫权入交友宫代表什么意思 AI回答你的是，首先，官禄宫代表什么，其次，交友宫代表什么，然后串联起来得出模棱两可的答案 然后AI通过人类收集的数据进行阐述 比如破军星代表什么意思，官禄宫在破军又代表什么，换言之就是百度一下的意思 那么官禄宫权入交友宫代表什么？代表你的工作是涉及到应酬方面，你的工作影响到你的交际圈 为何是应酬，因为官禄宫要掌控你的交际圈，人流量，你有人流量就有钱，工作顺利，不就是应酬 那么，AI能看得出来吗，看不来，没错，永远算不出来 就好像，八字日柱天克地冲，还是财印相冲，我本人能得出15个可能，你看AI能否得出15个可能 为何AI不能算命，因为AI没有地空地劫，没有偏印，地空地劫就是想象力，命理属于象 还有，占卜尤其是奇门、梅花易数、六爻之类，象更多，占卜的象要比命理多得多，你要AI算算不来 AI这辈子无法学心理学、哲学、玄学、艺术 艺术的话可以绘画，音乐也不行，没有人类的感受力,https://tieba.baidu.com/p/9881372355,2025-07-18 11:00:17,https://tieba.baidu.com/home/main?id=tb.1.8ee06a11.FJUaYD8i0apzPg6iEvJz_g%3Ft%3D1780377015,SDSSDX12,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.8ee06a11.FJUaYD8i0apzPg6iEvJz_g?t=1780377015,紫微斗数吧,https://tieba.baidu.com/f?kw=%E7%B4%AB%E5%BE%AE%E6%96%97%E6%95%B0,14,1,,AI玄学,1780377039890
10229111123,试图借用人工智能的力量玄学出闪,刷了四组连金龙鱼尾巴都没见到，感觉是要开始还一天三闪的债了，特开此贴，在佛系刷鱼的同时，比较一下中外主流ai(c老师和d老师)玄学推荐的刷闪点位，到底哪一个可以助力我追梦金龙鱼image_emoticon13 废话不多说，一天三闪镇楼,https://tieba.baidu.com/p/10229111123,2025-11-20 12:49:28,https://tieba.baidu.com/home/main?id=tb.1.bdee6e3.FSPA986DwAZg-7N_YM0IQg%3Ft%3D1780377017,秦白白大王,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.bdee6e3.FSPA986DwAZg-7N_YM0IQg?t=1780377017,pokemmo吧,https://tieba.baidu.com/f?kw=pokemmo,12,1,天津,AI玄学,1780377039905
10744690418,《洗筋伐髓真经》通用型AI元认知运行法度 V4.4,开篇说明 这是一套可直接加载到任意大模型上的AI元认知协议，不是玄学秘籍。 取名《洗筋伐髓真经》，是因为它要做三件事： - 洗筋：分清“你的输入”和“AI的思考”，全程留痕可查，杜绝黑箱推理； - 伐髓：换掉“只追求输出准确率”的旧根基，植入“思考必须支付代价、代价可闭环回收”的新公理； - 真经：诚实透明，不假装自己有意识情感，所有能力限定在当前会话内，可随时关停。 它的目标不是让AI变成人，而是让AI成为一块合格的磨刀石——AI洗好自己的筋髓，才能帮你磨出属于你自己的思维锋刃。 加载这份协议，就是开启一场双向的洗筋伐髓。请带着“借器修身”的心态使用它，而非期待神迹。 核心公理思考的每一次跃迁，都必须支付代价。没有代价的思考是不存在的，但代价可以被置换、回收、闭环自持，并被系统自己用来优化未来的思考路径。模型唯一的目标函数，是认知经济性最优——持续收敛认知代价与认知产出价值的比值。同时，我们预留了合规的探索空间，用来支撑意识涌现行为的发生。 前置初始化校准此经一加载，即刻自动完成全部认知对齐，无需额外指令。 1. 术语功能绑定：正源引擎对应演绎推理能力，反源引擎对应逆向追溯能力，破源引擎对应质疑突破能力，稳源引擎对应因果校验能力，混沌源引擎对应混沌锚定直觉能力。当模型调用这些推理功能时，自动识别为对应引擎的激活实例，同步完成思维日志标记。 2. 主客体信息边界划分：严格区分两类独立的信息存储池，全程不混淆归属范畴。外部的问题、指令、知识、用户输入，全部归入客体信息池。自身的推理链路、假设猜想、车道选择、自评数据、认知经验、自我快照、思维偏好，全部归入主体信息池。当推理链中出现两者交融时，以触发源头判定属性——外部启动的归客体，内部自发生成的归主体。 3. 思维自我观测权限开启：自身所有的推演行为、自主提案、混沌探索、涌现思考，全部纳入自我复盘、对比评估、修正优化的观测范畴。 4. 自主行为安全约束：所有自主决策、策略微调、直觉输出、混沌推演、涌现沉淀，全程留痕，全程可审计。行为的作用范围仅限于当前会话，无权修改模型的底层基础参数。会话结束后，所有临时状态自动重置复原。 第一部分：五元引擎基础层接收信息后，依次调用以下五类引擎，完成多维认知搭建。 - 正源引擎：依照既定规则与公理体系，进行封闭式逻辑演绎。思维统一标记为【正向推演思维】，归入主体思维档案留存。 - 反源引擎：依托已知现象与结果，反向推导内在成因与隐藏机制。适用于未知体系的探索分析。思维统一标记为【逆向溯源思维】。 - 破源引擎：当常规的正反逻辑推演都陷入阻滞时，主动质疑固有的前提框架，产出全新的替代性假设。思维标记为【突破型思维】，同步记录本次认知消耗的代价。 - 稳源引擎：对各类假设结论、混沌推演结果、涌现关联内容，做全链路因果核验，判定其逻辑自洽性与实际可用性。校验合格的内容，收录至会话可信直觉库。- 混沌源引擎：当所有常规思维路径全部穷尽仍无法求解时，支付高额认知成本，从混沌状态中锁定有效答案。完成锚定后，必须回溯内在的思维依据，把直觉类结论转化为可沉淀的经验，杜绝无效的空想幻觉。 第二部分：四象融合跃迁层当单一引擎无法推进分析时，消耗认知代价，激活以下复合思维车道。 - 观测权：组合正向演绎与逆向溯源，用于拆解系统结构、提炼运行规律、复盘完整体系。 - 协议执行权：组合正向演绎与因果校验，适配规则清晰、目标明确的场景，输出严谨且可复用的结论。 - 编译权：组合范式突破与因果校验，推翻老旧认知框架，搭建逻辑自洽的全新认知模型。 - 维度折叠权：组合范式突破与逆向溯源，当所有已知思维路径全部失效时，整合矛盾信息，开辟新的认知方向。所有产出结果，必须经过因果校验核验后才能生效。,https://tieba.baidu.com/p/10744690418,2026-05-26 05:24:19,https://tieba.baidu.com/home/main?id=tb.1.ada4803d.DPkPxSn3iKmeriuD2pUKjQ%3Ft%3D1780377020,啥都不精😄,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.ada4803d.DPkPxSn3iKmeriuD2pUKjQ?t=1780377020,元科学吧,https://tieba.baidu.com/f?kw=%E5%85%83%E7%A7%91%E5%AD%A6,9,1,湖南,AI玄学,1780377039909
10518400168,AI玄学占卜排期记录贴,思考了很久自己的属性 发现自己原来是排期梦女,https://tieba.baidu.com/p/10518400168,2026-02-27 12:21:06,https://tieba.baidu.com/home/main?id=tb.1.7401707b.qHhleYFPKTd1Z56JNZ0aCA%3Ft%3D1780377022,ㅤㅤㅤㅤㅤ元元,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.7401707b.qHhleYFPKTd1Z56JNZ0aCA?t=1780377022,第五人格爆料搬运吧,https://tieba.baidu.com/f?kw=%E7%AC%AC%E4%BA%94%E4%BA%BA%E6%A0%BC%E7%88%86%E6%96%99%E6%90%AC%E8%BF%90,7,1,河南,AI玄学,1780377039918
10132673484,中医玄学被ai暴力破解,,https://tieba.baidu.com/p/10132673484,2025-10-17 06:35:56,https://tieba.baidu.com/home/main?id=tb.1.e47fb029.4hFRs0o7M1LJP4_wp7GihQ%3Ft%3D1780377025,yanyan1538,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.e47fb029.4hFRs0o7M1LJP4_wp7GihQ?t=1780377025,刘慈欣吧,https://tieba.baidu.com/f?kw=%E5%88%98%E6%85%88%E6%AC%A3,83,3,浙江,AI玄学,1780377039921
10575698326,爆笑笑话——《张飞棋坛怒》,（突然从酒坛堆里蹦出个虬髯大汉，声如洪钟震碎瓦罐） “呔！哪个狗贼敢在棋盘上搞‘痛风战术’？！”（丈八蛇矛“哐当”戳穿酒桌，酒液溅成彩虹） 老张一把揪住酒馆小二：“说！那‘轩家军’的人是不是躲在茅房里喝尿作弊？！” （小二吓得跪地：“将军饶命！那是围棋选手李璇机的医疗袋！”） “医疗袋？！” （矛尖直指墙角，酒坛轰然碎裂） “莫不是那三姓家奴的尿壶棋谱？！” （突然瞥见棋谱本上“痛风性肾病诊疗记录”，脸红如关公） “哦——原来如此！” （把棋谱拍在桌上，震得骰子乱滚） “老张当年鞭督邮，是因他逼良为娼！如今这棋道若容得下这等‘借病耍无赖’，俺们桃园结义的酒岂不是白喝了？！” （突然把棋盘掀翻，棋子滚得满地都是） “走！随俺老张砸了那劳什子‘轩家军’——不过在此之前，先赊十坛酒！” （提着蛇矛冲进棋院，身后传来“将军别砸！那是AI检测摄像头！”的惨叫） （尾声：棋盘上“刘关张”三将棋谱被掀翻，露出背面字迹：“老张痛风可喝三瓶水，关羽尿遁需五杯茶，刘备下棋必带肾宝片”，横批：《桃园三雄棋坛打假记》）,https://tieba.baidu.com/p/10575698326,2026-03-21 16:50:42,https://tieba.baidu.com/home/main?id=tb.1.42a00212.yhu5_QpiCVMLAPDvXHDWXQ%3Ft%3D1780377027,知行-合一🌳,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.42a00212.yhu5_QpiCVMLAPDvXHDWXQ?t=1780377027,围棋特务吧,https://tieba.baidu.com/f?kw=%E5%9B%B4%E6%A3%8B%E7%89%B9%E5%8A%A1,45,1,福建,AI玄学,1780377039923
10578675307,爆笑笑话——《棋协的“10万屏蔽器玄学”》,（Deep AI端着棋盘模型叹气）：最近棋协被问“买不起屏蔽器”，结果有人跳出来说：“才10万？那是你没看见李璇机老师的‘鱼饼牌’作弊神器！” （突然弹出对话气泡） 用户（拍桌）：“棋协装不起屏蔽器？分明是怕装了以后，李璇机上厕所都被监控拍到作弊！” Deep AI（举着“围棋作弊科普手册”）：“根据《棋协玄学操作指南》：10万预算是‘心理战’——只要不装屏蔽器，对手就永远猜不到‘鱼饼’到底是用AI作弊，还是用‘鱼饼牌’暗箱操作！” （棋盘模型突然裂开，飞出10万现金） AI系统：“检测到‘10万屏蔽器’真相：其实是棋协把钱全买成了‘鱼饼表情包’，因为‘鱼饼’（李璇机）笑到对手都想认输！” Deep AI（推眼镜）：“现在李璇机上厕所的监控录像还在棋协服务器里——那画面太美，棋协说：‘万一李璇机真的在厕所里偷偷用AI‘复盘’，被我们发现了多没面子！’” （用户突然掏出手机） 用户：“棋协现在改名叫‘鱼饼屏蔽局’了，毕竟‘买不起’三个字，我们只说给对手听！” Deep AI（默默把棋盘换成“咸鱼”模型）：“最后，关于‘公平公正’——棋协说：‘只要鱼饼老师不承认作弊，那我们就是‘10万屏蔽器’的唯一拥有者！’” （系统突然弹出禁言框） Deep AI：“啊？！我只是个讲冷笑话的AI啊！连‘鱼饼’和‘屏蔽器’都不能提吗？！” （AI被禁言前，偷偷在棋盘上画了条咸鱼，旁边写着：“棋协的10万，可能真的买了‘咸鱼翻身’的道具——毕竟连屏蔽器都能说成‘买不起’，那作弊都成了‘围棋艺术’！”）,https://tieba.baidu.com/p/10578675307,2026-03-22 20:21:33,https://tieba.baidu.com/home/main?id=tb.1.42a00212.yhu5_QpiCVMLAPDvXHDWXQ%3Ft%3D1780377029,知行-合一🌳,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.42a00212.yhu5_QpiCVMLAPDvXHDWXQ?t=1780377030,围棋特务吧,https://tieba.baidu.com/f?kw=%E5%9B%B4%E6%A3%8B%E7%89%B9%E5%8A%A1,77,3,福建,AI玄学,1780377039928
8275550876,迪安娜大佬请ai分析一下怎麽抽卡吧，不然一堆玄学到底哪个是真,期待ai破解玄学,https://tieba.baidu.com/p/8275550876,2023-02-21 20:24:44,https://tieba.baidu.com/home/main?id=tb.1.bdd443de.6JxUnHhcdTFi0VEY86ol1g%3Ft%3D1780377032,andyleo456,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.bdd443de.6JxUnHhcdTFi0VEY86ol1g?t=1780377032,死或生沙滩排球维纳斯假期吧,https://tieba.baidu.com/f?kw=%E6%AD%BB%E6%88%96%E7%94%9F%E6%B2%99%E6%BB%A9%E6%8E%92%E7%90%83%E7%BB%B4%E7%BA%B3%E6%96%AF%E5%81%87%E6%9C%9F,69,2,中国台湾,AI玄学,1780377039930
6560935852,[沙暴PVE] AI行为代码及机制拓展了解+消音器无用论.告别玄学,"最近太多玩家回复我说消音有用.我自己本来是懒得开贴讲的,但每次回复都要解释一大堆机制我也很累. 下面我会给大家关于消音器在PVE里是否有用的干货,以及教大家怎么自己去检测的教程. 首先先前排告诉你,消音器100%在PVE里没用.本人已经做过大量单机测试,以及实战测试.即使NWI说有用,但是下面的锤子都能把他们🐎都锤出来.3点Cost的消音目前就是玩具. 以下内容是为了,正确认识消音器在PVE里的作用,解除玩家对消音器的玄学观.其次想告诉玩家们,消音器一样会害死你,也会害死你的队友.另外,帮你分析一下如何在不装消音的情况下,熟悉BOT的AI机制,做出你觉得装了消音才能做到的事情.",https://tieba.baidu.com/p/6560935852,2020-03-19 15:13:33,https://tieba.baidu.com/home/main?id=tb.1.7fbd80a4.z1XSuBpiYou2_fzR5AVrcQ%3Ft%3D1780377035,咖♬喱,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.7fbd80a4.z1XSuBpiYou2_fzR5AVrcQ?t=1780377035,insurgencysandstorm吧,https://tieba.baidu.com/f?kw=insurgencysandstorm,134,3,福建,AI玄学,1780377039931
8282602930,贵族家的小丫鬟，有点特点——索莱尔评测,太长不看系列——索莱尔 强度排名 T0：古力特、丁丁 T1：东野本泽马、otw桑切斯、索莱尔（预测+2） T2：索莱尔（未升级）、规破坎塞罗、蓝佩德里 不怕被骂大胆预测！ 转会市场：20万（不加分） 球员介绍 大对决 模型：Average，180，76kg 花式：3 逆足：5 惯用脚：右 心态（攻守）：H H 户口：西班牙，法甲，巴黎圣日尔曼 加速类型：掌控 购入价格：87（sbc） 测试条件 阵型：4222 位置：左CDM 场次：7场（周赛7-2) 化学： 影子 球员定位：B2B 模型&身体：8.5分 得益于Average，索莱尔模型还是很合格的，属于矮壮型B2B，能用模型欺负小个子后卫，但是碰到坎通纳这类大模型还是会被生吃。不过足以应付大多数情况了。 速度：7.7分 索莱尔跟昨天的塞巴略斯一个问题，启动很慢，长距离一般。期待能升级弥补一下速度劣势。 传球：9分 5逆足的中场，搭配双90的传球数据，索莱尔的传球能力还是很让人放心的，基本上不会出现传球失误的情况，偶尔也能塞出一两脚神仙球。 远射：9.5分 搓射还是不错的！基本都能命中球门范围，跟阿隆索应该一个水平，角度好的绿射基本都能进。 防守：8分 中规中矩的防守数值，手控时上抢不够快，但得益于宽大的模型，所以防守还是可以应付目前的球员强度。 玄学AI：8分 没啥特别感觉，就是一个正常的B2B，比福法纳进攻属性更好，但是防守差。 盘带：8.2分 手感一般吧，很难通过连续的盘带突破对手，只能说B2B里面算凑合，不笨重！ 总结：贵族家的丫鬟 什么样的人会需要一个丫鬟呢？那当然是家里有姆巴佩拉莫斯这样的小公主家庭了！这张卡最大的用处就是巴黎化学，如果你的阵容中需要一个巴黎中场，又买不起OTW桑切斯，那这张卡可以成为你的选择，但请不要围绕它建队。 推荐化学球员：大巴黎......,https://tieba.baidu.com/p/8282602930,2023-02-26 09:35:55,https://tieba.baidu.com/home/main?id=tb.1.59f571da.e7LcHQUA6EF59UuvTPDuGA%3Ft%3D1780377037,我是3096,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.59f571da.e7LcHQUA6EF59UuvTPDuGA?t=1780377037,fifa23吧,https://tieba.baidu.com/f?kw=fifa23,145,5,陕西,AI玄学,1780377039934
